Year,Region,Hazard.Event,Quarter,Duration,Fatalities,Injuries,Property.Damage,Inflation,Government.Overnight.Bank.Lending.Rate,X1.yr.risk.free.rate,X10.yr.risk.free.rate,Discountf,dwaboutthis,Presentvalue
1964,4,Tornado,2,1,0,0,844,0.0205,0.0394,0.0435,0.0473,8.437672402,1.0205,7194.019501477026
1964,2,Wind,1,1,0,1,1846,0.0205,0.0394,0.0435,0.0473,8.437672402,1.0205,15814.814895892896
1965,6,Hail,2,1,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,3,Hail,2,1,0,0,9643,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,80350.42344339578
1965,4,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1768,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,14639.792980416192
1965,1,Hail,2,1,0,0,8372,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,69759.79934336922
1965,5,Lightning,3,1,0,2,18415,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,152484.04283617885
1965,3,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,2,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1772,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,14672.914683991794
1965,1,Lightning,3,1,0,0,1846,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,15285.666200140437
1965,3,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1871,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,15492.67684748795
1965,1,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,5,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1650,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13662.702724935925
1965,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1659,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13737.226557981032
1965,5,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,2,Lightning,3,1,0,0,1571,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13008.549079317781
1965,5,Hail/ Lightning/ Wind,3,1,0,0,1652,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13679.263576723726
1965,2,Tornado,2,1,0,0,85957,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,716237.8251502613
1965,6,Hail/ Severe Storm/Thunder Storm/ Wind,3,31,0,0,1567,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,12975.42737574218
1965,3,Lightning,2,1,0,0,80710,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,672517.1291212768
1965,3,Lightning/ Severe Storm/Thunder Storm,3,1,0,0,42583,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,352605.37583996763
1965,4,Tornado,3,1,0,0,7798,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,64570.76112063658
1965,3,Hail/ Lightning/ Wind,3,1,0,0,1824,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,15103.496830474623
1965,1,Hail/ Lightning/ Wind,3,1,0,0,1547,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,12809.81885786417
1965,1,Hail/ Severe Storm/Thunder Storm,2,1,0,0,86068,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,717162.7340999882
1965,1,Lightning,3,1,0,12,838,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,6938.99689908867
1965,4,Wind,4,1,0,0,8058,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,66306.577155024
1965,5,Lightning,3,1,0,0,1637,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13555.057188315219
1965,4,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,6,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,4,Hail/ Lightning/ Wind,3,1,0,0,1731,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,14333.417222341872
1965,4,Lightning,3,1,25,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,3,Lightning,3,1,0,0,1836,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,15202.86194120143
1965,2,Severe Storm/Thunder Storm,2,9,0,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,3,Lightning,3,1,0,97,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,1,Hail,4,1,0,0,725,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,5965.781637800001
1965,3,Lightning,2,1,0,0,74623,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,621797.1221213858
1965,4,Lightning,3,1,0,0,1674,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,13861.43294638954
1965,2,Hail/ Lightning/ Wind,3,1,0,0,1793,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,14846.803627763706
1965,6,Lightning,3,1,0,0,1832,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,15169.740237625829
1965,6,Hail/ Lightning/ Wind,3,1,0,0,1788,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,14805.401498294203
1965,2,Lightning,3,1,11,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,2,Tornado,3,1,0,511,734185,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,6079364.484913384
1965,6,Severe Storm/Thunder Storm,2,1,13,13,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,3,Severe Storm/Thunder Storm,3,1,0,21,71413,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,591330.0543611207
1965,3,Lightning/ Wind,3,1,0,0,40582,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,336036.2436262726
1965,1,Lightning,3,1,0,0,83833,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,694172.9439633656
1965,3,Wind,1,1,0,61,8099,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,67909.53086987809
1965,3,Severe Storm/Thunder Storm,3,1,0,0,3724,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,30836.30602888569
1965,3,Landslide,1,1,83,0,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,2,Tornado,2,1,0,0,74932,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,624371.868657112
1965,3,Wind,1,1,0,0,35724,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,299543.16345172544
1965,3,Lightning,2,1,0,34,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1965,6,Hail,4,1,0,0,842,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,6928.535364176
1965,2,Tornado,4,1,0,0,764462,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,6290501.189511537
1965,4,Lightning,2,1,0,24,0,0.0254,0.0458,0.0468,0.0484,8.228664328,1.0254,0
1966,5,Winter Weather,1,1,0,0,33142,0.033,0.057,0.0587,0.0556,7.965793154,1.033,270509.7849303472
1966,3,Flooding,1,5,0,0,15859,0.033,0.057,0.0587,0.0556,7.965793154,1.033,129443.44575494465
1966,4,Winter Weather,1,2,1,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,6,Flooding,1,5,0,0,16314,0.033,0.057,0.0587,0.0556,7.965793154,1.033,133157.22139139715
1966,3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1,0,12,84792,0.033,0.057,0.0587,0.0556,7.965793154,1.033,680940.2165625175
1966,4,Wildfire,1,17,0,0,184408,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1505164.6979492928
1966,1,Lightning/ Severe Storm/Thunder Storm,3,1,0,0,7958,0.033,0.057,0.0587,0.0556,7.965793154,1.033,63908.414041472235
1966,3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1,0,0,7295,0.033,0.057,0.0587,0.0556,7.965793154,1.033,59061.501267824875
1966,1,Hail/ Lightning/ Severe Storm/Thunder Storm,3,1,0,0,801,0.033,0.057,0.0587,0.0556,7.965793154,1.033,6432.601111739038
1966,4,Flooding,1,5,0,0,18587,0.033,0.057,0.0587,0.0556,7.965793154,1.033,151709.77528514763
1966,2,Flooding,1,5,0,0,17795,0.033,0.057,0.0587,0.0556,7.965793154,1.033,145245.35703444353
1966,3,Winter Weather,1,1,0,0,35168,0.033,0.057,0.0587,0.0556,7.965793154,1.033,287046.2891928806
1966,3,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1780,0.033,0.057,0.0587,0.0556,7.965793154,1.033,14528.616775572324
1966,6,Winter Weather,1,1,0,0,37804,0.033,0.057,0.0587,0.0556,7.965793154,1.033,308561.7014515372
1966,5,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1570,0.033,0.057,0.0587,0.0556,7.965793154,1.033,12814.566481825028
1966,4,Winter Weather,1,2,2,0,245677,0.033,0.057,0.0587,0.0556,7.965793154,1.033,2005251.1143664506
1966,4,Winter Weather,1,1,0,0,36505,0.033,0.057,0.0587,0.0556,7.965793154,1.033,297959.0760630718
1966,2,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1602,0.033,0.057,0.0587,0.0556,7.965793154,1.033,13075.755098015092
1966,2,Winter Weather,1,2,3,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,1,Winter Weather,1,2,2,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,6,Winter Weather,1,2,1,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,1,Flooding,1,5,0,0,16107,0.033,0.057,0.0587,0.0556,7.965793154,1.033,131467.65753041767
1966,4,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1877,0.033,0.057,0.0587,0.0556,7.965793154,1.033,15320.344768398456
1966,1,Winter Weather,1,2,2,0,220405,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1798977.4047303472
1966,1,Wildfire,1,17,0,0,180497,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1473242.5517643134
1966,6,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1864,0.033,0.057,0.0587,0.0556,7.965793154,1.033,15214.236893071244
1966,3,Lightning/ Wind,3,1,0,0,36458,0.033,0.057,0.0587,0.0556,7.965793154,1.033,292783.7344966066
1966,5,Winter Weather,1,2,1,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,5,Wildfire,1,17,0,0,178774,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1459179.1772113296
1966,3,Winter Weather,1,2,3,0,209853,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1712850.4585416736
1966,4,Severe Storm/Thunder Storm/ Wind,2,1,0,0,81154,0.033,0.057,0.0587,0.0556,7.965793154,1.033,657035.9251390074
1966,2,Wildfire,1,17,0,0,166248,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1356940.1582614311
1966,5,Flooding,1,5,0,0,16992,0.033,0.057,0.0587,0.0556,7.965793154,1.033,138691.15519692414
1966,6,Wildfire,1,17,0,0,179963,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1468883.9667316417
1966,3,Wildfire,1,17,0,0,171537,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1400109.7392310952
1966,5,Winter Weather,1,2,2,0,220813,0.033,0.057,0.0587,0.0556,7.965793154,1.033,1802307.5595867704
1966,3,Winter Weather,1,2,2,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,1,Hail/ Lightning/ Severe Storm/Thunder Storm,2,1,6,0,42045,0.033,0.057,0.0587,0.0556,7.965793154,1.033,340403.1282804245
1966,2,Hail/ Severe Storm/Thunder Storm,3,1,0,0,0,0.033,0.057,0.0587,0.0556,7.965793154,1.033,0
1966,1,Severe Storm/Thunder Storm/ Wind,1,1,0,0,1748,0.033,0.057,0.0587,0.0556,7.965793154,1.033,14267.42815938226
1967,5,Severe Storm/Thunder Storm,3,6,0,0,173088,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1351111.8832075773
1967,3,Hail/ Tornado/ Wind,2,1,0,38,8380,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,65857.20010435517
1967,4,Severe Storm/Thunder Storm,3,6,0,0,173450,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1353937.6279254153
1967,2,Severe Storm/Thunder Storm,3,6,0,0,160269,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1251047.7353126456
1967,2,Tornado/ Wind,4,1,0,12,84831,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,657724.5464207369
1967,5,Tornado/ Wind,2,1,0,0,73902,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,580785.0599179064
1967,5,Wind,2,1,11,0,7534,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,59208.60925849783
1967,4,Lightning/ Severe Storm/Thunder Storm/ Wind,4,1,0,0,19407,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,150469.289203089
1967,1,Tornado,2,1,0,0,86314,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,678329.1610748583
1967,1,Winter Weather,1,3,0,0,0,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,0
1967,1,Severe Storm/Thunder Storm,3,6,0,0,173123,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1351385.0905697993
1967,6,Severe Storm/Thunder Storm,3,6,0,0,171503,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1338739.4926612426
1967,3,Severe Storm/Thunder Storm,3,6,0,0,178688,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,1394825.0611630823
1967,2,Hurricane/Tropical Storm,2,1,0,0,81059,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,637030.881057151
1967,3,Hail/ Wind,1,1,0,0,77278,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,611434.5962338274
1967,1,Tornado,3,1,0,0,83555,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,652224.032870038
1967,3,Tornado,4,1,0,0,744330,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,5771051.99322591
1967,2,Tornado,4,1,0,12,83761,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,649428.460500847
1967,3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1,0,0,80559,0.0274,0.0474,0.055,0.0572,7.753351327,1.0274,628837.4826638427
1968,6,Severe Storm/Thunder Storm/ Winter Weather,1,5,0,0,268708,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,2065646.279231056
1968,3,Severe Storm/Thunder Storm/ Winter Weather,1,5,0,0,254862,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,1959207.5487792897
1968,1,Severe Storm/Thunder Storm/ Winter Weather,1,5,0,0,248621,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,1911230.9406072926
1968,5,Hurricane/Tropical Storm,2,2,0,0,1559,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,11882.487572805197
1968,1,Severe Storm/Thunder Storm,2,1,0,12,823,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,6272.794914957458
1968,2,Tornado,1,1,0,0,854,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,6564.977307945137
1968,1,Wind,1,1,0,0,26649,0.0348,0.0635,0.0641,0.0636,7.49260855,1.0348,204859.5787815339
